name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for rare earth carbonate concentrate;rare earth carbonate concentrate;SSP5-PkBudg500-2030;kilogram;;GLO;d1209a1c88bfcdc9fcb8f31c487f0b3d;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for whey;whey;SSP5-PkBudg500-2030;kilogram;;GLO;82bcd67307aa7d775b264e32dd185e3d;;10500;Manufacture of dairy products;22130;Whey;ProcBio;Food & beverages, animal feed
market for gold-silver, ingot;gold-silver, ingot;SSP5-PkBudg500-2030;kilogram;;GLO;e06eed9912af66347d920075212adc8c;;24200;Manufacture of basic precious and other non-ferrous metals;41320;Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form;MetalAlloy;Basic metals & alloys, their semi-finished products
market for iron(III) chloride, without water, in 40% solution state;iron (III) chloride, without water, in 40% solution state;SSP5-PkBudg500-2030;kilogram;;GLO;3fc618807f3e304db5bd7fcdda56e812;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for coating powder;coating powder;SSP5-PkBudg500-2030;kilogram;;RoW;9de8bfc2817d1b3743646c6da6561607;;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for benzal chloride;benzal chloride;SSP5-PkBudg500-2030;kilogram;;RoW;2aa321ba0d6219761008b0722772a356;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for glyphosate;glyphosate;SSP5-PkBudg500-2030;kilogram;;GLO;7b62e459ae2e302a703a92dd474a8342;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for zirconium oxide;zirconium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;5298254fa3c87afd6b7e4e8dd48f1635;;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market for liquid manure tank trailer;liquid manure tank trailer;SSP5-PkBudg500-2030;kilogram;;GLO;86182df0f16d97107d0667b5af905514;;28210;Manufacture of agricultural and forestry machinery;44114;Manure spreaders and fertilizer distributors;MachElecTrans;Metal/electronic equipments & parts
market for liquid manure storage and processing facility;liquid manure storage and processing facility;SSP5-PkBudg500-2030;cubic meter;;GLO;f78e10c602e5167e36a9fdf57972f6ac;;42900;Construction of other civil engineering projects;53121;Industrial buildings;Construction;Construction
market for lanthanum-cerium oxide;lanthanum-cerium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;7d3d427debf6a6a6fbf97ae9d7aea22a;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for natural gas, high pressure, 20-year period;natural gas, high pressure;SSP5-PkBudg500-2030;cubic meter;;World;e50ecd839acb4f2c9d5f19e9e620c074;;35200;"Manufacture of gas; distribution of gaseous fuels through mains";12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
market for o-chlorobenzaldehyde;o-chlorobenzaldehyde;SSP5-PkBudg500-2030;kilogram;;GLO;f7ecb3955ab532ffee12128d2de6412a;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for benzaldehyde-2-sulfonic acid;benzaldehyde-2-sulfonic acid;SSP5-PkBudg500-2030;kilogram;;GLO;45bd3cb10ceb736d2108e63e0e464960;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for lubricating oil;lubricating oil;SSP5-PkBudg500-2030;kilogram;;RoW;d83acfba43458f2b1ace32123e313f79;;19200;Manufacture of refined petroleum products;33380;Lubricants;OreMinFuel;Ores, minerals & fuels
market for anhydrite;anhydrite;SSP5-PkBudg500-2030;kilogram;;RoW;26cb1c48f2bfda87985b892c6c96ad23;;23940;Manufacture of cement, lime and plaster;15200;"Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of[…]";OreMinFuel;Ores, minerals & fuels
market for mastic asphalt;mastic asphalt;SSP5-PkBudg500-2030;kilogram;;GLO;f88d7d17688606f96cf5a1a2583c990e;;23990;Manufacture of other non-metallic mineral products n.e.c.;37930;Articles of asphalt or of similar material;GlasNonMetal;Glass & other non-metallic products
market for calcium ammonium nitrate;calcium ammonium nitrate;SSP5-PkBudg500-2030;kilogram;;RoW;9f701d0e384152628ac269a1f41381ab;;20120;Manufacture of fertilizers and nitrogen compounds;34614;Double salts and mixtures of calcium nitrate and ammonium nitrate;Chemical;Chemical products
market for pig iron;pig iron;SSP5-PkBudg500-2030;kilogram;;World;bc4c7b5ebf5444f587531b509f1b48ab;;24100;Manufacture of basic iron and steel;41111;Pig iron and spiegeleisen in pigs, blocks or other primary forms;MetalAlloy;Basic metals & alloys, their semi-finished products
market for heavy water;heavy water;SSP5-PkBudg500-2030;kilogram;;GLO;14fdba12e9bad5e0f0ca4ff8be3645da;;20290;Manufacture of other chemical products n.e.c.;34260;Isotopes n.e.c. and compounds thereof (including heavy water);Chemical;Chemical products
market for hydrogen sulfide;hydrogen sulfide;SSP5-PkBudg500-2030;kilogram;;RoW;2f509df8e5e4d5702ca6da6967c537a7;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for battery, Li-ion, NMC523;battery, Li-ion, NMC523;SSP5-PkBudg500-2030;kilogram;1.0;GLO;68fcb603f6664eaea212a3bdac2727e4;;-1;missing;-1;missing;;
market for polyester resin, unsaturated;polyester resin, unsaturated;SSP5-PkBudg500-2030;kilogram;;RoW;dd91084138e270cdb3c7fa5c470cddf5;;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market for ethyl benzene;ethyl benzene;SSP5-PkBudg500-2030;kilogram;;RoW;0810326f53d2c4315c4c1eee2ba0f8d0;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for inductor, miniature radio frequency chip;inductor, miniature radio frequency chip;SSP5-PkBudg500-2030;kilogram;;GLO;8935626f595b071e997e105b20cc88ea;;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market for precious metal from electronics scrap, in anode slime;precious metal from electronics scrap, in anode slime;SSP5-PkBudg500-2030;kilogram;;GLO;7bb23e0479d9f6b4ab43bb5a4d43d8f9;;24200;Manufacture of basic precious and other non-ferrous metals;39330;Waste and scrap of precious metal;AgriForeAnim;Agricultural & forestry products
market for graphite;graphite;SSP5-PkBudg500-2030;kilogram;;GLO;fd558441fc3d04fe59887ab30ce51119;;8990;Other mining and quarrying n.e.c.;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market for lithium fluoride;lithium fluoride;SSP5-PkBudg500-2030;kilogram;;GLO;5eadd183cacecfde961dd85329b154a8;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for dimethyl ether;dimethyl ether;SSP5-PkBudg500-2030;kilogram;;RoW;28e8902c28c9c699e5c871a3f829e68e;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for chloridazon;chloridazon;SSP5-PkBudg500-2030;kilogram;;GLO;60391cd11307b0ca5082770ce0baec14;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for dried roughage store, non ventilated;dried roughage store, non ventilated;SSP5-PkBudg500-2030;cubic meter;;GLO;4d635ac04223c7ac10aa03a6fefb6411;;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market for sodium phenolate;sodium phenolate;SSP5-PkBudg500-2030;kilogram;;GLO;8f8323591fbb401627822048a6077a5e;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for lead;lead;SSP5-PkBudg500-2030;kilogram;;GLO;fbb0f24cb8a09b37b43d853dea138347;;24200;Manufacture of basic precious and other non-ferrous metals;41441;Lead, unwrought;MetalAlloy;Basic metals & alloys, their semi-finished products
market for dithiocarbamate-compound;dithiocarbamate-compound;SSP5-PkBudg500-2030;kilogram;;GLO;c88ee5ab0a0de26046374b77d1b8e95d;;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market for electric motor, for electric scooter;electric motor, for electric scooter;SSP5-PkBudg500-2030;kilogram;;GLO;1eeb40f72123558aa17b6a50b8da5fbe;;27100;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments & parts
market for gravel, crushed;gravel, crushed;SSP5-PkBudg500-2030;kilogram;;RoW;817720c11340b346dc9574d7a87435fc;;8100;Quarrying of stone, sand and clay;15320;"Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone";OreMinFuel;Ores, minerals & fuels
market for lactic acid;lactic acid;SSP5-PkBudg500-2030;kilogram;;GLO;80943a16f85ea8c50e6a4a11572952b4;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for N,N-dimethylformamide;N,N-dimethylformamide;SSP5-PkBudg500-2030;kilogram;;GLO;db52c505c93e66fe6bd295e0def406d4;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for calcium nitrate;calcium nitrate;SSP5-PkBudg500-2030;kilogram;;RoW;df0a085d35fbb3c69626b372cba649f2;;20120;Manufacture of fertilizers and nitrogen compounds;34615;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances;Chemical;Chemical products
market for hexafluoroethane;hexafluoroethane;SSP5-PkBudg500-2030;kilogram;;GLO;a08017ebd5b5ef15e24d98eaa05407ec;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for magnesium sulfate;magnesium sulfate;SSP5-PkBudg500-2030;kilogram;;GLO;6cb80e4a9eecd6fb5ccab5e2016e155f;;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for insulated gate bipolar transistor, electric vehicle application;insulated gate bipolar transistor, electric vehicle application;SSP5-PkBudg500-2030;kilogram;;GLO;0935b911e932a1c7b2216f41f0409946;;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
market for propionic acid;propionic acid;SSP5-PkBudg500-2030;kilogram;;GLO;9ac653e7afabf2c2bb6026f22f7edc8d;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for quicklime, milled, packed;quicklime, milled, packed;SSP5-PkBudg500-2030;kilogram;;RoW;188e799b23e69b89fa566ad0300ca058;;23940;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market for mustard;mustard;SSP5-PkBudg500-2030;kilogram;;GLO;8a504ded4ce58593f455d0a5819c939b;;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1442;Mustard seed;AgriForeAnim;Agricultural & forestry products
market for nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;SSP5-PkBudg500-2030;kilogram;;GLO;bed662c65b77a2f151383ef73800c74b;;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
market for inert filler;inert filler;SSP5-PkBudg500-2030;kilogram;;GLO;e3b0cc14979bf8f209b7db5d434477d5;;23940;Manufacture of cement, lime and plaster;37410;Plasters;GlasNonMetal;Glass & other non-metallic products
market for cross-laminated timber;cross-laminated timber;SSP5-PkBudg500-2030;cubic meter;;RoW;e495b85a7516ed20273027cd2e3804fe;;16210;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market for 1-naphthylacetic acid;1-naphthylacetic acid;SSP5-PkBudg500-2030;kilogram;;GLO;0b39e4df490b36a711590c86b6250e1d;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for oat grain;oat grain;SSP5-PkBudg500-2030;kilogram;;GLO;9a9e031fcb3d2de282bd3c300f04eaac;;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1172;Oats, other;AgriForeAnim;Agricultural & forestry products
market for isoproturon;isoproturon;SSP5-PkBudg500-2030;kilogram;;GLO;feae0dc7e3f6dac0a7511d106e600998;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for acetonitrile;acetonitrile;SSP5-PkBudg500-2030;kilogram;;GLO;466dbc6904b2f80ba0fa5c5778b2bd0a;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for monoammonium phosphate;monoammonium phosphate;SSP5-PkBudg500-2030;kilogram;;RoW;5dea1e03986d120735be6676d33a15dc;;20120;Manufacture of fertilizers and nitrogen compounds;34643;Monoammonium phosphate;Chemical;Chemical products
market for swine for slaughtering, live weight;swine for slaughtering, live weight;SSP5-PkBudg500-2030;kilogram;;GLO;1fa519a80419ec64cf19a371c2078202;;1450;Raising of swine/pigs;2140;Swine / pigs;AgriForeAnim;Live animal, fish & their products
market for fatty acid;fatty acid;SSP5-PkBudg500-2030;kilogram;;GLO;435737c5d40498ead3813ee28906ca13;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for 2,4-dinitrotoluene;2,4-dinitrotoluene;SSP5-PkBudg500-2030;kilogram;;GLO;51e262ff5b33ada3d397da83754483cf;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for nickel concentrate, 16% Ni;nickel concentrate, 16% Ni;SSP5-PkBudg500-2030;kilogram;;GLO;20d3342cb434fbdc7be4f54ee6148dc5;;24200;Manufacture of basic precious and other non-ferrous metals;14220;Nickel ores and concentrates;OreMinFuel;Ores, minerals & fuels
market for methyl tert-butyl ether;methyl tert-butyl ether;SSP5-PkBudg500-2030;kilogram;;GLO;840b860a0fb54e43a4d5f0ea9ff7b738;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for dried roughage store, air dried, solar;dried roughage store, air dried, solar;SSP5-PkBudg500-2030;cubic meter;;GLO;4759ac630b8982975b11cf4d2d210a04;;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market for clay plaster;clay plaster;SSP5-PkBudg500-2030;kilogram;;GLO;2488ce7a94c91359e04549a47457faf0;;23920;Manufacture of clay building materials;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market for steel, chromium steel 18/8;steel, chromium steel 18/8;SSP5-PkBudg500-2030;kilogram;;GLO;6af7fc101112f29fb43953d562902932;;24100;Manufacture of basic iron and steel;41122;Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market for amidosulfuron;amidosulfuron;SSP5-PkBudg500-2030;kilogram;;GLO;74a3370cdca748e28115aa91a34f81d9;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for rare earth tailings, from bastnaesite and monazite ore;rare earth tailings, from bastnaesite and monazite ore;SSP5-PkBudg500-2030;kilogram;;GLO;85ff58c6c570baf0897d4b7fe78387bb;;24200;Manufacture of basic precious and other non-ferrous metals;39000;Wastes or scraps;AgriForeAnim;Agricultural & forestry products
market for polyethylene, high density, granulate;polyethylene, high density, granulate;SSP5-PkBudg500-2030;kilogram;;GLO;22db46f6ba1211c058e4da0ac386d3e7;;20130;Manufacture of plastics and synthetic rubber in primary forms;34710;Polymers of ethylene, in primary forms;PlastRub;Plastics & rubber products
market for metallization paste, back side, aluminium;metallization paste, back side, aluminium;SSP5-PkBudg500-2030;kilogram;;RoW;96782bcc5da89a1352eedf220a38708d;;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market for silicon, metallurgical grade;silicon, metallurgical grade;SSP5-PkBudg500-2030;kilogram;;GLO;1ffe09506f70be4dcd98071865e8a549;;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for NOx retained, by selective catalytic reduction;NOx retained, by selective catalytic reduction;SSP5-PkBudg500-2030;kilogram;;GLO;8d1f644cfb4f2d1e4d69030fe28803e8;;35100;Electric power generation, transmission and distribution;35499;Other chemical products n.e.c.;Chemical;Chemical products
market for pyridine-compound;pyridine-compound;SSP5-PkBudg500-2030;kilogram;;GLO;4969908456d767db6104dbb761751504;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for samarium oxide;samarium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;fb480c86bf93fa281a8293bf1737091d;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for concrete, 20MPa;concrete, 20MPa;SSP5-PkBudg500-2030;cubic meter;;RoW;00a3f23c2a7974de40b339a016d4d2b6;;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market for succinic acid;succinic acid;SSP5-PkBudg500-2030;kilogram;;GLO;0855753fb2d29bae1d22c4a233283322;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for electrolyte, for Li-ion battery;electrolyte, for Li-ion battery;SSP5-PkBudg500-2030;kilogram;;GLO;b49d257658eed532094d68babcecf2e1;;20000;Manufacture of chemicals and chemical products;35470;Chemical elements and compounds doped for use in electronics;Chemical;Chemical products
market for polylactide, granulate;polylactide, granulate;SSP5-PkBudg500-2030;kilogram;;GLO;e071674a587f968dc60c241bb98bf662;;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market for cottonseed oil, refined;cottonseed oil, refined;SSP5-PkBudg500-2030;kilogram;;GLO;21852c4e242046354e887a60ad34d612;;10400;Manufacture of vegetable and animal oils and fats;21682;Cottonseed oil, refined;ProcBio;Food & beverages, animal feed
market for magnesium;magnesium;SSP5-PkBudg500-2030;kilogram;;GLO;4c28de4114cc15a555d2c447878fb615;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for fibre cement corrugated slab;fibre cement corrugated slab;SSP5-PkBudg500-2030;kilogram;;GLO;e7766f05167c704ee07f213918b99a59;;23950;Manufacture of articles of concrete, cement and plaster;37570;Articles of asbestos-cement, cellulose fibre-cement or the like;GlasNonMetal;Glass & other non-metallic products
market for steel, chromium steel 18/8, hot rolled;steel, chromium steel 18/8, hot rolled;SSP5-PkBudg500-2030;kilogram;;GLO;683f869780ee789d92d3b2a737534a44;;24100;Manufacture of basic iron and steel;41122;Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market for autoclaved aerated concrete block;autoclaved aerated concrete block;SSP5-PkBudg500-2030;kilogram;;RoW;6f87a856895cad480f48bf1a764d078e;;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market for frit, for ceramic tile;frit, for ceramic tile;SSP5-PkBudg500-2030;kilogram;;GLO;74a929b0135bb6e0c869c86f6eb5d379;;20110;Manufacture of basic chemicals;35110;Paints and varnishes and related products;Chemical;Chemical products
market for ortho-phenylene diamine;ortho-phenylene diamine;SSP5-PkBudg500-2030;kilogram;;GLO;3d29dd0bcaae9820ae3af66e62e25bc5;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for bitumen adhesive compound, hot;bitumen adhesive compound, hot;SSP5-PkBudg500-2030;kilogram;;GLO;c7554d67159a7698ef8b712efe5448fc;;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
market for steel, unalloyed;steel, unalloyed;SSP5-PkBudg500-2030;kilogram;;GLO;d872e0d78319cb13e12b96de83e19dd7;;24100;Manufacture of basic iron and steel;41121;Non-alloy steel in ingots or other primary forms, and semi-finished products of non-alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market for potato starch;potato starch;SSP5-PkBudg500-2030;kilogram;;GLO;8ce68e5f71f8f8c5dc50edb913e9cea1;;10620;Manufacture of starches and starch products;23220;"Starches; inulin; wheat gluten; dextrins and other modified starches";ProcBio;Food & beverages, animal feed
market for expanded perlite;expanded perlite;SSP5-PkBudg500-2030;kilogram;;GLO;db2867a51b23fceb9fb852c4f36b2808;;23990;Manufacture of other non-metallic mineral products n.e.c.;37990;Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…];GlasNonMetal;Glass & other non-metallic products
market for chloromethyl methyl ether;chloromethyl methyl ether;SSP5-PkBudg500-2030;kilogram;;RoW;f59843618426b3f1f953bf36984b49f2;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for silicon, single crystal, Czochralski process, photovoltaics;silicon, single crystal, Czochralski process, photovoltaics;SSP5-PkBudg500-2030;kilogram;;RoW;67ece99ef0c5d14c8608c570092a6ee5;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for paper, woodfree, coated;paper, woodfree, coated;SSP5-PkBudg500-2030;kilogram;;RoW;84f89e9f29acae674206e9b376bb545d;;17010;Manufacture of pulp, paper and paperboard;32113;"Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood";ProcBio;Pulp & paper
market for ethylene oxide;ethylene oxide;SSP5-PkBudg500-2030;kilogram;;RoW;b03ac199036fe69b2512b9aac43dada4;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for liquid crystal display, minor components, auxilliaries and assembly effort;liquid crystal display, minor components, auxilliaries and assembly effort;SSP5-PkBudg500-2030;kilogram;;GLO;71736cf432aeb43d52148caed58fa023;;26200;Manufacture of computers and peripheral equipment;47315;Monitors and projectors, principally used in an automatic data processing system;MachElecTrans;Metal/electronic equipments & parts
market for base plaster;base plaster;SSP5-PkBudg500-2030;kilogram;;GLO;abf3af8d7d5d904cbd9de6345ffade1f;;23940;Manufacture of cement, lime and plaster;37410;Plasters;GlasNonMetal;Glass & other non-metallic products
market for triazine-compound, unspecified;triazine-compound, unspecified;SSP5-PkBudg500-2030;kilogram;;GLO;73e1b4ce1572de4b35551919d32f86b1;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for limestone, unprocessed;limestone, unprocessed;SSP5-PkBudg500-2030;kilogram;;RoW;2668c84b498af7ee66dafacee0cbe3a6;;8100;Quarrying of stone, sand and clay;15200;"Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of[…]";OreMinFuel;Ores, minerals & fuels
market for paper, melamine impregnated;paper, melamine impregnated;SSP5-PkBudg500-2030;kilogram;;RoW;b8337295bf961d1c9857813ac3bd37fa;;16210;Manufacture of veneer sheets and wood-based panels;32149;Other paper and paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, gummed or adh[…];ProcBio;Pulp & paper
market for refractory, fireclay, packed;refractory, fireclay, packed;SSP5-PkBudg500-2030;kilogram;;GLO;6a05527ae9f3de399fa95bf7c5242096;;23910;Manufacture of refractory products;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market for fluorescent whitening agent, DAS1, triazinylaminostilben type;fluorescent whitening agent, DAS1, triazinylaminostilben type;SSP5-PkBudg500-2030;kilogram;;GLO;b511a228ce0f67d5c28c65abe352bf4b;;20110;Manufacture of basic chemicals;34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]";Chemical;Chemical products
market for sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark;sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark;SSP5-PkBudg500-2030;cubic meter;;RoW;71b62422c090becce21a0cf1cca884a3;;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market for esterquat;esterquat;SSP5-PkBudg500-2030;kilogram;;RoW;9aec2940b287dc1ce9b13c3adc4c8b32;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market for gallium, semiconductor-grade;gallium, semiconductor-grade;SSP5-PkBudg500-2030;kilogram;;GLO;de42c824f46fc684a70a53bccfdba6d0;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for transformer, high voltage use;transformer, high voltage use;SSP5-PkBudg500-2030;kilogram;;GLO;2a3f8bc52f4ebd84542dbdd5fa5c9dab;;27100;Manufacture of electric motors, generators, transformers and electricity di;46121;Electrical transformers;MachElecTrans;Metal/electronic equipments & parts
market for sawnwood, lath, softwood, raw, dried (u=10%);sawnwood, lath, softwood, raw, dried (u=10%);SSP5-PkBudg500-2030;cubic meter;;RoW;d3ddae82449f19ee86473a36c5cdda9c;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for sodium perchlorate;sodium perchlorate;SSP5-PkBudg500-2030;kilogram;;GLO;daf842dc2084cada055e644571589f5c;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for wheat flour mix;wheat flour mix;SSP5-PkBudg500-2030;kilogram;;GLO;9fda4cfc1ae56b872cadfa2aa449f078;;10610;Manufacture of grain mill products;23110;Wheat and meslin flour;ProcBio;Food & beverages, animal feed
market for polybutadiene;polybutadiene;SSP5-PkBudg500-2030;kilogram;;GLO;3140e472a4887af4e75655b2a212fa5b;;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
